# Structural comparison of gl/userGuide.t2t against gl/userGuide-newRevisions/15408/userGuide.t2t
en 11.1.11. start:1386 paragraphs:15, tables:0, lists:1
gl 13. start:1846 paragraphs:1, tables:0, lists:0
en 13.1. start:1851 paragraphs:3, tables:0, lists:0
gl 13.1. start:1850 paragraphs:3, tables:0, lists:0
en 13.2. start:1861 paragraphs:2, tables:0, lists:0
gl 13.2. start:1860 paragraphs:2, tables:0, lists:0
en 13.3. start:1868 paragraphs:1, tables:0, lists:0
gl 13.3. start:1867 paragraphs:1, tables:0, lists:0
en 13.4. start:1873 paragraphs:2, tables:0, lists:1
gl 13.4. start:1872 paragraphs:2, tables:0, lists:1
en 13.5. start:1886 paragraphs:3, tables:0, lists:0
gl 13.5. start:1885 paragraphs:3, tables:0, lists:0
en 13.6. start:1897 paragraphs:2, tables:0, lists:0
gl 13.6. start:1896 paragraphs:2, tables:0, lists:0
en 14. start:1904 paragraphs:1, tables:0, lists:0
gl 14. start:1903 paragraphs:1, tables:0, lists:0
en 14.1. start:1907 paragraphs:2, tables:0, lists:1
gl 14.1. start:1906 paragraphs:2, tables:0, lists:1
en 14.2. start:1923 paragraphs:6, tables:3, lists:0
gl 14.2. start:1922 paragraphs:6, tables:3, lists:0
en 14.3. start:1986 paragraphs:4, tables:1, lists:0
gl 14.3. start:1985 paragraphs:4, tables:1, lists:0
en 14.4. start:2038 paragraphs:3, tables:1, lists:1
gl 14.4. start:2037 paragraphs:3, tables:1, lists:1
en 14.5. start:2072 paragraphs:3, tables:1, lists:0
gl 14.5. start:2071 paragraphs:3, tables:1, lists:0
en 14.6. start:2094 paragraphs:6, tables:2, lists:1
gl 14.6. start:2093 paragraphs:6, tables:2, lists:1
en 14.7. start:2130 paragraphs:3, tables:1, lists:0
gl 14.7. start:2129 paragraphs:3, tables:1, lists:0
en 14.8. start:2149 paragraphs:3, tables:1, lists:0
gl 14.8. start:2148 paragraphs:3, tables:1, lists:0
en 14.9. start:2168 paragraphs:3, tables:0, lists:0
gl 14.9. start:2167 paragraphs:3, tables:0, lists:0
en 14.9.1. start:2177 paragraphs:0, tables:1, lists:0
gl 14.9.1. start:2176 paragraphs:0, tables:1, lists:0
en 14.9.2. start:2202 paragraphs:0, tables:1, lists:0
gl 14.9.2. start:2201 paragraphs:0, tables:1, lists:0
en 14.9.3. start:2210 paragraphs:0, tables:1, lists:0
gl 14.9.3. start:2209 paragraphs:0, tables:1, lists:0
en 14.10. start:2220 paragraphs:2, tables:1, lists:0
gl 14.10. start:2219 paragraphs:2, tables:1, lists:0
en 14.11. start:2292 paragraphs:3, tables:1, lists:0
gl 14.11. start:2291 paragraphs:3, tables:1, lists:0
en 14.12. start:2316 paragraphs:9, tables:3, lists:2
gl 14.12. start:2315 paragraphs:9, tables:3, lists:2
en 14.13. start:2398 paragraphs:8, tables:4, lists:1
gl 14.13. start:2397 paragraphs:8, tables:4, lists:1
en 14.14. start:2482 paragraphs:9, tables:3, lists:1
gl 14.14. start:2481 paragraphs:9, tables:3, lists:1
en 14.15. start:2574 paragraphs:3, tables:1, lists:1
gl 14.15. start:2573 paragraphs:3, tables:1, lists:1
en 14.16. start:2610 paragraphs:1, tables:1, lists:0
gl 14.16. start:2609 paragraphs:1, tables:1, lists:0
en 14.17. start:2620 paragraphs:3, tables:1, lists:0
gl 14.17. start:2619 paragraphs:3, tables:1, lists:0
en 14.18. start:2704 paragraphs:4, tables:1, lists:0
gl 14.18. start:2703 paragraphs:4, tables:1, lists:0
en 15. start:2726 paragraphs:0, tables:0, lists:0
gl 15. start:2725 paragraphs:0, tables:0, lists:0
en 15.1. start:2728 paragraphs:6, tables:3, lists:0
gl 15.1. start:2727 paragraphs:6, tables:3, lists:0
en 15.2. start:2772 paragraphs:2, tables:1, lists:1
gl 15.2. start:2771 paragraphs:2, tables:1, lists:1
en 16. start:2784 paragraphs:1, tables:0, lists:0
gl 16. start:2783 paragraphs:1, tables:0, lists:0
# end of comparison
