# Structural comparison of it/userGuide.t2t against it/userGuide-newRevisions/22863/userGuide.t2t
en 6.1. start:803 paragraphs:4, tables:1, lists:1
it 12.1.3. start:1628 paragraphs:7, tables:0, lists:0
en 12.1.6. start:1828 paragraphs:14, tables:0, lists:0
it 12.1.6. start:1827 paragraphs:14, tables:0, lists:0
en 12.1.7. start:1875 paragraphs:9, tables:1, lists:1
it 12.1.7. start:1872 paragraphs:10, tables:1, lists:1
en 12.1.8. start:1916 paragraphs:8, tables:0, lists:1
it 12.1.8. start:1913 paragraphs:8, tables:0, lists:1
en 12.1.9. start:1952 paragraphs:18, tables:0, lists:1
it 12.1.9. start:1949 paragraphs:18, tables:0, lists:1
en 12.1.10. start:2013 paragraphs:11, tables:0, lists:0
it 12.1.10. start:2010 paragraphs:11, tables:0, lists:0
en 12.1.11. start:2057 paragraphs:3, tables:0, lists:0
it 12.1.11. start:2053 paragraphs:3, tables:0, lists:0
en 12.1.12. start:2072 paragraphs:8, tables:0, lists:0
it 12.1.12. start:2068 paragraphs:8, tables:0, lists:0
en 12.1.13. start:2096 paragraphs:18, tables:0, lists:2
it 12.1.13. start:2092 paragraphs:18, tables:0, lists:2
en 12.1.14. start:2161 paragraphs:6, tables:0, lists:0
it 12.1.14. start:2156 paragraphs:6, tables:0, lists:0
en 12.1.15. start:2191 paragraphs:17, tables:0, lists:0
it 12.1.15. start:2186 paragraphs:17, tables:0, lists:0
en 12.1.16. start:2267 paragraphs:11, tables:0, lists:2
it 12.1.16. start:2262 paragraphs:11, tables:0, lists:2
en 12.1.17. start:2346 paragraphs:4, tables:1, lists:1
it 12.1.17. start:2336 paragraphs:4, tables:1, lists:1
en 12.1.18. start:2369 paragraphs:3, tables:0, lists:0
it 12.1.18. start:2359 paragraphs:3, tables:0, lists:0
en 12.1.19. start:2383 paragraphs:33, tables:6, lists:8
it 12.1.19. start:2373 paragraphs:32, tables:6, lists:7
en 12.2. start:2597 paragraphs:1, tables:0, lists:0
it 12.2. start:2583 paragraphs:1, tables:0, lists:0
en 12.2.1. start:2600 paragraphs:9, tables:0, lists:1
it 12.2.1. start:2586 paragraphs:9, tables:0, lists:1
en 12.2.2. start:2636 paragraphs:8, tables:0, lists:1
it 12.2.2. start:2622 paragraphs:8, tables:0, lists:1
en 12.2.3. start:2673 paragraphs:9, tables:0, lists:1
it 12.2.3. start:2659 paragraphs:9, tables:0, lists:1
en 12.3. start:2706 paragraphs:3, tables:1, lists:0
it 12.3. start:2692 paragraphs:3, tables:1, lists:0
en 12.4. start:2721 paragraphs:3, tables:0, lists:0
it 12.4. start:2707 paragraphs:3, tables:0, lists:0
en 12.4.1. start:2732 paragraphs:5, tables:0, lists:1
it 12.4.1. start:2718 paragraphs:5, tables:0, lists:1
en 12.4.2. start:2748 paragraphs:3, tables:0, lists:0
it 12.4.2. start:2734 paragraphs:3, tables:0, lists:0
en 12.4.3. start:2760 paragraphs:1, tables:0, lists:0
it 12.4.3. start:2746 paragraphs:1, tables:0, lists:0
en 12.4.4. start:2768 paragraphs:5, tables:0, lists:1
it 12.4.4. start:2754 paragraphs:5, tables:0, lists:1
en 12.4.5. start:2781 paragraphs:2, tables:0, lists:0
it 12.4.5. start:2767 paragraphs:2, tables:0, lists:0
en 12.4.6. start:2789 paragraphs:2, tables:0, lists:0
it 12.4.6. start:2775 paragraphs:2, tables:0, lists:0
en 12.4.7. start:2796 paragraphs:1, tables:0, lists:0
it 12.4.7. start:2782 paragraphs:1, tables:0, lists:0
en 12.5. start:2804 paragraphs:3, tables:0, lists:0
it 12.5. start:2790 paragraphs:3, tables:0, lists:0
en 13. start:2816 paragraphs:4, tables:0, lists:1
it 13. start:2802 paragraphs:4, tables:0, lists:1
en 13.1. start:2834 paragraphs:2, tables:0, lists:0
it 13.1. start:2820 paragraphs:2, tables:0, lists:0
en 13.1.1. start:2843 paragraphs:1, tables:0, lists:0
it 13.1.1. start:2829 paragraphs:1, tables:0, lists:0
en 13.1.2. start:2848 paragraphs:2, tables:0, lists:0
it 13.1.2. start:2834 paragraphs:2, tables:0, lists:0
en 13.1.3. start:2859 paragraphs:1, tables:0, lists:0
it 13.1.3. start:2845 paragraphs:1, tables:0, lists:0
en 13.1.4. start:2862 paragraphs:3, tables:0, lists:1
it 13.1.4. start:2848 paragraphs:3, tables:0, lists:1
en 13.1.5. start:2874 paragraphs:1, tables:0, lists:0
it 13.1.5. start:2860 paragraphs:1, tables:0, lists:0
en 13.2. start:2880 paragraphs:1, tables:0, lists:0
it 13.2. start:2866 paragraphs:1, tables:0, lists:0
en 13.2.1. start:2885 paragraphs:6, tables:0, lists:0
it 13.2.1. start:2871 paragraphs:6, tables:0, lists:0
en 13.2.2. start:2907 paragraphs:1, tables:0, lists:0
it 13.2.2. start:2893 paragraphs:1, tables:0, lists:0
en 13.2.3. start:2914 paragraphs:1, tables:0, lists:0
it 13.2.3. start:2900 paragraphs:1, tables:0, lists:0
en 13.2.4. start:2924 paragraphs:1, tables:0, lists:0
it 13.2.4. start:2910 paragraphs:1, tables:0, lists:0
en 13.3. start:2932 paragraphs:4, tables:0, lists:0
it 13.3. start:2918 paragraphs:4, tables:0, lists:0
en 14. start:2949 paragraphs:0, tables:0, lists:0
it 14. start:2935 paragraphs:0, tables:0, lists:0
en 14.1. start:2951 paragraphs:4, tables:1, lists:0
it 14.1. start:2936 paragraphs:4, tables:1, lists:0
en 14.2. start:2968 paragraphs:5, tables:0, lists:0
it 14.2. start:2953 paragraphs:5, tables:0, lists:0
en 14.3. start:2983 paragraphs:6, tables:0, lists:0
it 14.3. start:2968 paragraphs:6, tables:0, lists:0
en 14.4. start:3007 paragraphs:1, tables:0, lists:0
it 14.4. start:2992 paragraphs:1, tables:0, lists:0
en 14.5. start:3011 paragraphs:1, tables:0, lists:0
it 14.5. start:2996 paragraphs:1, tables:0, lists:0
en 14.6. start:3015 paragraphs:4, tables:0, lists:1
it 14.6. start:3000 paragraphs:4, tables:0, lists:1
en 14.7. start:3026 paragraphs:5, tables:0, lists:1
it 14.7. start:3011 paragraphs:5, tables:0, lists:1
en 14.8. start:3041 paragraphs:2, tables:1, lists:0
it 14.8. start:3026 paragraphs:2, tables:1, lists:0
en 15. start:3053 paragraphs:1, tables:0, lists:0
it 15. start:3037 paragraphs:1, tables:0, lists:0
en 15.1. start:3057 paragraphs:3, tables:0, lists:0
it 15.1. start:3041 paragraphs:3, tables:0, lists:0
en 15.2. start:3067 paragraphs:2, tables:0, lists:0
it 15.2. start:3051 paragraphs:2, tables:0, lists:0
en 15.3. start:3074 paragraphs:1, tables:0, lists:0
it 15.3. start:3058 paragraphs:1, tables:0, lists:0
en 15.4. start:3079 paragraphs:3, tables:0, lists:1
it 15.4. start:3063 paragraphs:3, tables:0, lists:1
en 15.5. start:3092 paragraphs:3, tables:0, lists:0
it 15.5. start:3076 paragraphs:3, tables:0, lists:0
en 16. start:3109 paragraphs:1, tables:0, lists:0
it 16. start:3093 paragraphs:1, tables:0, lists:0
en 16.1. start:3112 paragraphs:3, tables:0, lists:1
it 16.1. start:3096 paragraphs:3, tables:0, lists:1
en 16.2. start:3132 paragraphs:5, tables:3, lists:0
it 16.2. start:3116 paragraphs:5, tables:3, lists:0
en 16.3. start:3204 paragraphs:4, tables:1, lists:0
it 16.3. start:3188 paragraphs:4, tables:1, lists:0
en 16.4. start:3256 paragraphs:3, tables:1, lists:1
it 16.4. start:3240 paragraphs:3, tables:1, lists:1
en 16.5. start:3290 paragraphs:3, tables:1, lists:0
it 16.5. start:3274 paragraphs:3, tables:1, lists:0
en 16.6. start:3312 paragraphs:6, tables:2, lists:1
it 16.6. start:3296 paragraphs:6, tables:2, lists:1
en 16.7. start:3357 paragraphs:3, tables:1, lists:0
it 16.7. start:3341 paragraphs:3, tables:1, lists:0
en 16.8. start:3376 paragraphs:3, tables:1, lists:0
it 16.8. start:3360 paragraphs:3, tables:1, lists:0
en 16.9. start:3395 paragraphs:4, tables:0, lists:1
it 16.9. start:3379 paragraphs:4, tables:0, lists:1
en 16.9.1. start:3409 paragraphs:0, tables:1, lists:0
it 16.9.1. start:3393 paragraphs:0, tables:1, lists:0
en 16.9.2. start:3434 paragraphs:0, tables:1, lists:0
it 16.9.2. start:3418 paragraphs:0, tables:1, lists:0
en 16.9.3. start:3442 paragraphs:0, tables:1, lists:0
it 16.9.3. start:3426 paragraphs:0, tables:1, lists:0
en 16.10. start:3452 paragraphs:2, tables:1, lists:0
it 16.10. start:3436 paragraphs:2, tables:1, lists:0
en 16.11. start:3523 paragraphs:2, tables:0, lists:1
it 16.11. start:3507 paragraphs:2, tables:0, lists:1
en 16.11.1. start:3531 paragraphs:2, tables:1, lists:1
it 16.11.1. start:3515 paragraphs:2, tables:1, lists:1
en 16.11.2. start:3556 paragraphs:2, tables:1, lists:1
it 16.11.2. start:3539 paragraphs:2, tables:1, lists:1
en 16.12. start:3597 paragraphs:10, tables:3, lists:3
it 16.12. start:3579 paragraphs:11, tables:3, lists:3
en 16.13. start:3688 paragraphs:9, tables:4, lists:1
it 16.13. start:3671 paragraphs:9, tables:4, lists:1
en 16.14. start:3772 paragraphs:10, tables:3, lists:1
it 16.14. start:3755 paragraphs:10, tables:3, lists:1
en 16.15. start:3864 paragraphs:4, tables:1, lists:1
it 16.15. start:3847 paragraphs:4, tables:1, lists:1
en 16.16. start:3900 paragraphs:1, tables:1, lists:0
it 16.16. start:3883 paragraphs:1, tables:1, lists:0
en 16.17. start:3910 paragraphs:2, tables:0, lists:0
it 16.17. start:3893 paragraphs:2, tables:0, lists:0
en 16.17.1. start:3920 paragraphs:0, tables:1, lists:0
it 16.17.1. start:3903 paragraphs:0, tables:1, lists:0
en 16.17.2. start:3983 paragraphs:0, tables:1, lists:0
it 16.17.2. start:3966 paragraphs:0, tables:1, lists:0
en 16.17.3. start:4005 paragraphs:0, tables:1, lists:0
it 16.17.3. start:3988 paragraphs:0, tables:1, lists:0
en 16.17.4. start:4023 paragraphs:0, tables:1, lists:0
it 16.17.4. start:4006 paragraphs:0, tables:1, lists:0
en 16.17.5. start:4042 paragraphs:0, tables:1, lists:0
it 16.17.5. start:4025 paragraphs:0, tables:1, lists:0
en 16.18. start:4070 paragraphs:2, tables:1, lists:0
it 16.18. start:4053 paragraphs:2, tables:1, lists:0
en 16.19. start:4086 paragraphs:4, tables:1, lists:0
it 16.19. start:4069 paragraphs:3, tables:1, lists:0
en 16.20. start:4115 paragraphs:3, tables:1, lists:0
it 16.20. start:4090 paragraphs:3, tables:1, lists:0
en 16.21. start:4179 paragraphs:3, tables:1, lists:0
it 16.21. start:4154 paragraphs:3, tables:1, lists:0
en 17. start:4208 paragraphs:0, tables:0, lists:0
it 17. start:4183 paragraphs:0, tables:0, lists:0
en 17.1. start:4210 paragraphs:6, tables:0, lists:1
it 17.1. start:4185 paragraphs:6, tables:0, lists:1
en 17.2. start:4240 paragraphs:4, tables:0, lists:1
it 17.2. start:4215 paragraphs:4, tables:0, lists:1
en 17.3. start:4254 paragraphs:6, tables:3, lists:0
it 17.3. start:4229 paragraphs:6, tables:3, lists:0
en 17.4. start:4302 paragraphs:3, tables:1, lists:1
it 17.4. start:4275 paragraphs:3, tables:1, lists:1
en 18. start:4315 paragraphs:1, tables:0, lists:0
it 18. start:4288 paragraphs:1, tables:0, lists:0
# end of comparison
