# Structural comparison of zh_CN/userGuide.t2t against zh_CN/userGuide-newRevisions/22978/userGuide.t2t
en 2.1.1. start:98 paragraphs:2, tables:0, lists:1
en 3.3. start:345 paragraphs:4, tables:0, lists:1
zh_CN 3.3. start:346 paragraphs:4, tables:0, lists:1
en 4. start:367 paragraphs:0, tables:0, lists:0
zh_CN 4. start:368 paragraphs:0, tables:0, lists:0
en 4.1. start:369 paragraphs:5, tables:0, lists:0
zh_CN 4.1. start:370 paragraphs:5, tables:0, lists:0
en 4.1.1. start:389 paragraphs:1, tables:0, lists:0
zh_CN 4.1.1. start:390 paragraphs:1, tables:0, lists:0
en 4.1.2. start:398 paragraphs:1, tables:0, lists:0
zh_CN 4.1.2. start:399 paragraphs:1, tables:0, lists:0
en 4.2. start:405 paragraphs:0, tables:0, lists:0
zh_CN 4.2. start:406 paragraphs:0, tables:0, lists:0
en 4.2.1. start:407 paragraphs:3, tables:0, lists:0
zh_CN 4.2.1. start:408 paragraphs:3, tables:0, lists:0
en 4.2.2. start:416 paragraphs:2, tables:0, lists:0
zh_CN 4.2.2. start:417 paragraphs:2, tables:0, lists:0
en 4.3. start:424 paragraphs:1, tables:0, lists:0
zh_CN 4.3. start:425 paragraphs:1, tables:0, lists:0
en 4.3.1. start:433 paragraphs:1, tables:0, lists:0
zh_CN 4.3.1. start:434 paragraphs:1, tables:0, lists:0
en 4.3.2. start:438 paragraphs:7, tables:0, lists:0
zh_CN 4.3.2. start:439 paragraphs:7, tables:0, lists:0
en 4.3.3. start:461 paragraphs:2, tables:0, lists:0
zh_CN 4.3.3. start:462 paragraphs:2, tables:0, lists:0
en 4.3.4. start:472 paragraphs:2, tables:0, lists:0
zh_CN 4.3.4. start:473 paragraphs:2, tables:0, lists:0
en 4.4. start:481 paragraphs:2, tables:0, lists:0
zh_CN 4.4. start:482 paragraphs:2, tables:0, lists:0
en 4.5. start:489 paragraphs:3, tables:0, lists:1
zh_CN 4.5. start:490 paragraphs:3, tables:0, lists:1
en 4.6. start:502 paragraphs:0, tables:1, lists:0
zh_CN 4.6. start:503 paragraphs:0, tables:1, lists:0
en 4.7. start:515 paragraphs:0, tables:1, lists:0
zh_CN 4.7. start:517 paragraphs:0, tables:1, lists:0
en 4.8. start:523 paragraphs:7, tables:1, lists:1
zh_CN 4.8. start:525 paragraphs:7, tables:1, lists:1
en 5. start:549 paragraphs:1, tables:0, lists:0
zh_CN 5. start:551 paragraphs:1, tables:0, lists:0
en 5.1. start:552 paragraphs:1, tables:0, lists:0
zh_CN 5.1. start:554 paragraphs:1, tables:0, lists:0
en 5.2. start:556 paragraphs:3, tables:1, lists:0
zh_CN 5.2. start:558 paragraphs:3, tables:1, lists:0
en 5.3. start:574 paragraphs:4, tables:2, lists:0
zh_CN 5.3. start:576 paragraphs:4, tables:2, lists:0
en 5.4. start:609 paragraphs:8, tables:1, lists:0
zh_CN 5.4. start:611 paragraphs:8, tables:1, lists:0
en 5.5. start:660 paragraphs:6, tables:2, lists:0
zh_CN 5.5. start:662 paragraphs:6, tables:2, lists:0
en 5.6. start:706 paragraphs:2, tables:1, lists:0
zh_CN 5.6. start:708 paragraphs:2, tables:1, lists:0
en 5.6.1. start:716 paragraphs:1, tables:0, lists:0
zh_CN 5.6.1. start:718 paragraphs:1, tables:0, lists:0
en 5.6.2. start:721 paragraphs:3, tables:0, lists:0
zh_CN 5.6.2. start:723 paragraphs:3, tables:0, lists:0
en 5.6.3. start:730 paragraphs:3, tables:0, lists:0
zh_CN 5.6.3. start:732 paragraphs:3, tables:0, lists:0
en 5.7. start:739 paragraphs:5, tables:1, lists:0
zh_CN 5.7. start:741 paragraphs:5, tables:1, lists:0
en 6. start:764 paragraphs:5, tables:1, lists:1
zh_CN 6. start:766 paragraphs:5, tables:1, lists:1
en 6.1. start:804 paragraphs:4, tables:1, lists:1
zh_CN 6.1. start:806 paragraphs:4, tables:1, lists:1
en 6.1.1. start:846 paragraphs:4, tables:0, lists:2
zh_CN 6.1.1. start:848 paragraphs:4, tables:0, lists:2
en 6.2. start:866 paragraphs:1, tables:1, lists:0
zh_CN 6.2. start:868 paragraphs:1, tables:1, lists:0
en 6.3. start:877 paragraphs:1, tables:1, lists:0
zh_CN 6.3. start:879 paragraphs:1, tables:1, lists:0
en 6.4. start:890 paragraphs:1, tables:1, lists:0
zh_CN 6.4. start:892 paragraphs:1, tables:1, lists:0
en 6.5. start:902 paragraphs:2, tables:1, lists:0
zh_CN 6.5. start:904 paragraphs:2, tables:1, lists:0
en 7. start:918 paragraphs:1, tables:0, lists:0
zh_CN 7. start:920 paragraphs:1, tables:0, lists:0
en 7.1. start:925 paragraphs:3, tables:0, lists:1
zh_CN 7.1. start:927 paragraphs:3, tables:0, lists:1
en 7.2. start:949 paragraphs:9, tables:1, lists:2
zh_CN 7.2. start:951 paragraphs:9, tables:1, lists:2
en 7.3. start:979 paragraphs:1, tables:0, lists:0
zh_CN 7.3. start:981 paragraphs:1, tables:0, lists:0
en 8. start:988 paragraphs:2, tables:0, lists:0
zh_CN 8. start:991 paragraphs:2, tables:0, lists:0
en 8.1. start:997 paragraphs:3, tables:3, lists:0
zh_CN 8.1. start:1000 paragraphs:3, tables:3, lists:0
en 8.2. start:1090 paragraphs:3, tables:0, lists:0
zh_CN 8.2. start:1093 paragraphs:3, tables:0, lists:0
en 8.2.1. start:1105 paragraphs:5, tables:0, lists:0
zh_CN 8.2.1. start:1108 paragraphs:4, tables:0, lists:0
en 9. start:1126 paragraphs:3, tables:0, lists:0
zh_CN 9. start:1129 paragraphs:3, tables:0, lists:0
en 9.1. start:1135 paragraphs:3, tables:0, lists:1
zh_CN 9.1. start:1138 paragraphs:3, tables:0, lists:1
en 9.2. start:1146 paragraphs:4, tables:1, lists:0
zh_CN 9.2. start:1149 paragraphs:4, tables:1, lists:0
en 10. start:1164 paragraphs:3, tables:0, lists:0
zh_CN 10. start:1167 paragraphs:3, tables:0, lists:0
en 10.1. start:1178 paragraphs:5, tables:0, lists:0
zh_CN 10.1. start:1181 paragraphs:5, tables:0, lists:0
en 11. start:1194 paragraphs:1, tables:0, lists:0
zh_CN 11. start:1197 paragraphs:1, tables:0, lists:0
en 11.1. start:1197 paragraphs:0, tables:0, lists:0
zh_CN 11.1. start:1200 paragraphs:0, tables:0, lists:0
en 11.1.1. start:1199 paragraphs:4, tables:1, lists:0
zh_CN 11.1.1. start:1202 paragraphs:4, tables:1, lists:0
en 11.1.2. start:1215 paragraphs:1, tables:0, lists:0
zh_CN 11.1.2. start:1218 paragraphs:1, tables:0, lists:0
en 11.1.2.1. start:1222 paragraphs:1, tables:0, lists:0
zh_CN 11.1.2.1. start:1225 paragraphs:1, tables:0, lists:0
en 11.1.3. start:1228 paragraphs:1, tables:0, lists:0
zh_CN 11.1.3. start:1231 paragraphs:1, tables:0, lists:0
en 11.2. start:1234 paragraphs:0, tables:0, lists:0
zh_CN 11.2. start:1237 paragraphs:0, tables:0, lists:0
en 11.2.1. start:1236 paragraphs:2, tables:1, lists:0
zh_CN 11.2.1. start:1239 paragraphs:2, tables:1, lists:0
en 11.2.2. start:1249 paragraphs:2, tables:0, lists:1
zh_CN 11.2.2. start:1252 paragraphs:2, tables:0, lists:1
en 11.2.3. start:1271 paragraphs:5, tables:0, lists:0
zh_CN 11.2.3. start:1274 paragraphs:5, tables:0, lists:0
en 11.2.4. start:1294 paragraphs:1, tables:0, lists:0
zh_CN 11.2.4. start:1297 paragraphs:1, tables:0, lists:0
en 11.2.5. start:1300 paragraphs:1, tables:0, lists:0
zh_CN 11.2.5. start:1303 paragraphs:1, tables:0, lists:0
en 11.3. start:1306 paragraphs:0, tables:1, lists:0
zh_CN 11.3. start:1309 paragraphs:0, tables:1, lists:0
en 11.4. start:1312 paragraphs:1, tables:1, lists:0
zh_CN 11.4. start:1315 paragraphs:1, tables:1, lists:0
en 11.5. start:1322 paragraphs:0, tables:1, lists:0
zh_CN 11.5. start:1325 paragraphs:0, tables:1, lists:0
en 11.6. start:1328 paragraphs:1, tables:1, lists:0
zh_CN 11.6. start:1331 paragraphs:1, tables:1, lists:0
en 11.7. start:1339 paragraphs:4, tables:0, lists:0
zh_CN 11.7. start:1342 paragraphs:4, tables:0, lists:0
en 11.7.1. start:1356 paragraphs:1, tables:0, lists:0
zh_CN 11.7.1. start:1359 paragraphs:1, tables:0, lists:0
en 11.7.2. start:1364 paragraphs:4, tables:0, lists:1
zh_CN 11.7.2. start:1367 paragraphs:4, tables:0, lists:1
en 11.8. start:1378 paragraphs:1, tables:1, lists:0
zh_CN 11.8. start:1381 paragraphs:1, tables:1, lists:0
en 11.9. start:1386 paragraphs:1, tables:1, lists:0
zh_CN 11.9. start:1389 paragraphs:1, tables:1, lists:0
en 12. start:1402 paragraphs:1, tables:0, lists:0
zh_CN 12. start:1405 paragraphs:1, tables:0, lists:0
en 12.1. start:1414 paragraphs:4, tables:0, lists:0
zh_CN 12.1. start:1417 paragraphs:4, tables:0, lists:0
en 12.1.1. start:1432 paragraphs:19, tables:0, lists:3
zh_CN 12.1.1. start:1435 paragraphs:19, tables:0, lists:3
en 12.1.2. start:1515 paragraphs:29, tables:1, lists:0
zh_CN 12.1.2. start:1518 paragraphs:30, tables:1, lists:0
en 12.1.3. start:1637 paragraphs:5, tables:0, lists:0
zh_CN 12.1.3. start:1640 paragraphs:5, tables:0, lists:0
en 12.1.4. start:1655 paragraphs:1, tables:1, lists:0
zh_CN 12.1.4. start:1658 paragraphs:1, tables:1, lists:0
en 12.1.5. start:1665 paragraphs:35, tables:3, lists:0
zh_CN 12.1.5. start:1668 paragraphs:35, tables:3, lists:0
en 12.1.6. start:1829 paragraphs:14, tables:0, lists:0
zh_CN 12.1.6. start:1832 paragraphs:14, tables:0, lists:0
en 12.1.7. start:1876 paragraphs:9, tables:1, lists:1
zh_CN 12.1.7. start:1879 paragraphs:9, tables:1, lists:1
en 12.1.8. start:1917 paragraphs:8, tables:0, lists:1
zh_CN 12.1.8. start:1920 paragraphs:8, tables:0, lists:1
en 12.1.9. start:1953 paragraphs:18, tables:0, lists:1
zh_CN 12.1.9. start:1956 paragraphs:18, tables:0, lists:1
en 12.1.10. start:2014 paragraphs:11, tables:0, lists:0
zh_CN 12.1.10. start:2017 paragraphs:11, tables:0, lists:0
en 12.1.11. start:2058 paragraphs:3, tables:0, lists:0
zh_CN 12.1.11. start:2061 paragraphs:3, tables:0, lists:0
en 12.1.12. start:2073 paragraphs:8, tables:0, lists:0
zh_CN 12.1.12. start:2076 paragraphs:8, tables:0, lists:0
en 12.1.13. start:2097 paragraphs:18, tables:0, lists:2
zh_CN 12.1.13. start:2100 paragraphs:19, tables:0, lists:2
en 12.1.14. start:2162 paragraphs:6, tables:0, lists:0
zh_CN 12.1.14. start:2166 paragraphs:6, tables:0, lists:0
en 12.1.15. start:2192 paragraphs:17, tables:0, lists:0
zh_CN 12.1.15. start:2196 paragraphs:17, tables:0, lists:0
en 12.1.16. start:2268 paragraphs:11, tables:0, lists:2
zh_CN 12.1.16. start:2271 paragraphs:11, tables:0, lists:2
en 12.1.17. start:2347 paragraphs:4, tables:1, lists:1
zh_CN 12.1.17. start:2350 paragraphs:4, tables:1, lists:1
en 12.1.18. start:2370 paragraphs:3, tables:0, lists:0
zh_CN 12.1.18. start:2373 paragraphs:3, tables:0, lists:0
en 12.1.19. start:2384 paragraphs:33, tables:6, lists:8
zh_CN 12.1.19. start:2387 paragraphs:33, tables:6, lists:8
en 12.2. start:2598 paragraphs:1, tables:0, lists:0
zh_CN 12.2. start:2601 paragraphs:1, tables:0, lists:0
en 12.2.1. start:2601 paragraphs:9, tables:0, lists:1
zh_CN 12.2.1. start:2604 paragraphs:9, tables:0, lists:1
en 12.2.2. start:2637 paragraphs:8, tables:0, lists:1
zh_CN 12.2.2. start:2640 paragraphs:8, tables:0, lists:1
en 12.2.3. start:2674 paragraphs:9, tables:0, lists:1
zh_CN 12.2.3. start:2677 paragraphs:9, tables:0, lists:1
en 12.3. start:2707 paragraphs:3, tables:1, lists:0
zh_CN 12.3. start:2710 paragraphs:3, tables:1, lists:0
en 12.4. start:2722 paragraphs:3, tables:0, lists:0
zh_CN 12.4. start:2725 paragraphs:3, tables:0, lists:0
en 12.4.1. start:2733 paragraphs:5, tables:0, lists:1
zh_CN 12.4.1. start:2736 paragraphs:5, tables:0, lists:1
en 12.4.2. start:2749 paragraphs:3, tables:0, lists:0
zh_CN 12.4.2. start:2752 paragraphs:3, tables:0, lists:0
en 12.4.3. start:2761 paragraphs:1, tables:0, lists:0
zh_CN 12.4.3. start:2764 paragraphs:1, tables:0, lists:0
en 12.4.4. start:2769 paragraphs:5, tables:0, lists:1
zh_CN 12.4.4. start:2772 paragraphs:5, tables:0, lists:1
en 12.4.5. start:2782 paragraphs:2, tables:0, lists:0
zh_CN 12.4.5. start:2785 paragraphs:2, tables:0, lists:0
en 12.4.6. start:2790 paragraphs:2, tables:0, lists:0
zh_CN 12.4.6. start:2793 paragraphs:2, tables:0, lists:0
en 12.4.7. start:2797 paragraphs:1, tables:0, lists:0
zh_CN 12.4.7. start:2800 paragraphs:1, tables:0, lists:0
en 12.5. start:2805 paragraphs:3, tables:0, lists:0
zh_CN 12.5. start:2808 paragraphs:3, tables:0, lists:0
en 13. start:2817 paragraphs:4, tables:0, lists:1
zh_CN 13. start:2820 paragraphs:4, tables:0, lists:1
en 13.1. start:2835 paragraphs:2, tables:0, lists:0
zh_CN 13.1. start:2838 paragraphs:2, tables:0, lists:0
en 13.1.1. start:2844 paragraphs:1, tables:0, lists:0
zh_CN 13.1.1. start:2847 paragraphs:1, tables:0, lists:0
en 13.1.2. start:2849 paragraphs:2, tables:0, lists:0
zh_CN 13.1.2. start:2852 paragraphs:2, tables:0, lists:0
en 13.1.3. start:2860 paragraphs:1, tables:0, lists:0
zh_CN 13.1.3. start:2863 paragraphs:1, tables:0, lists:0
en 13.1.4. start:2863 paragraphs:3, tables:0, lists:1
zh_CN 13.1.4. start:2866 paragraphs:3, tables:0, lists:1
en 13.1.5. start:2875 paragraphs:1, tables:0, lists:0
zh_CN 13.1.5. start:2878 paragraphs:1, tables:0, lists:0
en 13.2. start:2881 paragraphs:1, tables:0, lists:0
zh_CN 13.2. start:2884 paragraphs:1, tables:0, lists:0
en 13.2.1. start:2886 paragraphs:6, tables:0, lists:0
zh_CN 13.2.1. start:2889 paragraphs:5, tables:0, lists:0
en 13.2.2. start:2908 paragraphs:1, tables:0, lists:0
zh_CN 13.2.2. start:2910 paragraphs:1, tables:0, lists:0
en 13.2.3. start:2915 paragraphs:1, tables:0, lists:0
zh_CN 13.2.3. start:2917 paragraphs:1, tables:0, lists:0
en 13.2.4. start:2925 paragraphs:1, tables:0, lists:0
zh_CN 13.2.4. start:2927 paragraphs:1, tables:0, lists:0
en 13.3. start:2933 paragraphs:4, tables:0, lists:0
zh_CN 13.3. start:2935 paragraphs:4, tables:0, lists:0
en 14. start:2950 paragraphs:0, tables:0, lists:0
zh_CN 14. start:2952 paragraphs:0, tables:0, lists:0
en 14.1. start:2952 paragraphs:4, tables:1, lists:0
zh_CN 14.1. start:2954 paragraphs:4, tables:1, lists:0
en 14.2. start:2969 paragraphs:5, tables:0, lists:0
zh_CN 14.2. start:2971 paragraphs:5, tables:0, lists:0
en 14.3. start:2984 paragraphs:6, tables:0, lists:0
zh_CN 14.3. start:2986 paragraphs:6, tables:0, lists:0
en 14.4. start:3008 paragraphs:1, tables:0, lists:0
zh_CN 14.4. start:3010 paragraphs:1, tables:0, lists:0
en 14.5. start:3012 paragraphs:1, tables:0, lists:0
zh_CN 14.5. start:3014 paragraphs:1, tables:0, lists:0
en 14.6. start:3016 paragraphs:4, tables:0, lists:1
zh_CN 14.6. start:3018 paragraphs:4, tables:0, lists:1
en 14.7. start:3027 paragraphs:5, tables:0, lists:1
zh_CN 14.7. start:3029 paragraphs:5, tables:0, lists:1
en 14.8. start:3042 paragraphs:2, tables:1, lists:0
zh_CN 14.8. start:3044 paragraphs:2, tables:1, lists:0
en 15. start:3054 paragraphs:1, tables:0, lists:0
zh_CN 15. start:3056 paragraphs:1, tables:0, lists:0
en 15.1. start:3058 paragraphs:3, tables:0, lists:0
zh_CN 15.1. start:3060 paragraphs:3, tables:0, lists:0
en 15.2. start:3068 paragraphs:2, tables:0, lists:0
zh_CN 15.2. start:3070 paragraphs:2, tables:0, lists:0
en 15.3. start:3075 paragraphs:1, tables:0, lists:0
zh_CN 15.3. start:3077 paragraphs:1, tables:0, lists:0
en 15.4. start:3080 paragraphs:3, tables:0, lists:1
zh_CN 15.4. start:3082 paragraphs:3, tables:0, lists:1
en 15.5. start:3093 paragraphs:3, tables:0, lists:0
zh_CN 15.5. start:3095 paragraphs:3, tables:0, lists:0
en 16. start:3110 paragraphs:1, tables:0, lists:0
zh_CN 16. start:3112 paragraphs:1, tables:0, lists:0
en 16.1. start:3113 paragraphs:3, tables:0, lists:1
zh_CN 16.1. start:3115 paragraphs:3, tables:0, lists:1
en 16.2. start:3133 paragraphs:5, tables:3, lists:0
zh_CN 16.2. start:3135 paragraphs:5, tables:3, lists:0
en 16.3. start:3205 paragraphs:4, tables:1, lists:0
zh_CN 16.3. start:3207 paragraphs:4, tables:1, lists:0
en 16.4. start:3257 paragraphs:3, tables:1, lists:1
zh_CN 16.4. start:3259 paragraphs:3, tables:1, lists:1
en 16.5. start:3291 paragraphs:3, tables:1, lists:0
zh_CN 16.5. start:3293 paragraphs:3, tables:1, lists:0
en 16.6. start:3313 paragraphs:6, tables:2, lists:1
zh_CN 16.6. start:3315 paragraphs:6, tables:2, lists:1
en 16.7. start:3358 paragraphs:3, tables:1, lists:0
zh_CN 16.7. start:3360 paragraphs:3, tables:1, lists:0
en 16.8. start:3377 paragraphs:3, tables:1, lists:0
zh_CN 16.8. start:3379 paragraphs:3, tables:1, lists:0
en 16.9. start:3396 paragraphs:4, tables:0, lists:1
zh_CN 16.9. start:3398 paragraphs:4, tables:0, lists:1
en 16.9.1. start:3410 paragraphs:0, tables:1, lists:0
zh_CN 16.9.1. start:3412 paragraphs:0, tables:1, lists:0
en 16.9.2. start:3435 paragraphs:0, tables:1, lists:0
zh_CN 16.9.2. start:3437 paragraphs:0, tables:1, lists:0
en 16.9.3. start:3443 paragraphs:0, tables:1, lists:0
zh_CN 16.9.3. start:3445 paragraphs:0, tables:1, lists:0
en 16.10. start:3453 paragraphs:2, tables:1, lists:0
zh_CN 16.10. start:3455 paragraphs:2, tables:1, lists:0
en 16.11. start:3524 paragraphs:2, tables:0, lists:1
zh_CN 16.11. start:3526 paragraphs:2, tables:0, lists:1
en 16.11.1. start:3532 paragraphs:2, tables:1, lists:1
zh_CN 16.11.1. start:3534 paragraphs:2, tables:1, lists:1
en 16.11.2. start:3557 paragraphs:2, tables:1, lists:1
zh_CN 16.11.2. start:3559 paragraphs:2, tables:1, lists:1
en 16.12. start:3598 paragraphs:10, tables:3, lists:3
zh_CN 16.12. start:3601 paragraphs:10, tables:3, lists:3
en 16.13. start:3689 paragraphs:9, tables:4, lists:1
zh_CN 16.13. start:3692 paragraphs:9, tables:4, lists:1
en 16.14. start:3773 paragraphs:10, tables:3, lists:1
zh_CN 16.14. start:3776 paragraphs:10, tables:3, lists:1
en 16.15. start:3865 paragraphs:4, tables:1, lists:1
zh_CN 16.15. start:3868 paragraphs:4, tables:1, lists:1
en 16.16. start:3901 paragraphs:1, tables:1, lists:0
zh_CN 16.16. start:3904 paragraphs:1, tables:1, lists:0
en 16.17. start:3911 paragraphs:2, tables:0, lists:0
zh_CN 16.17. start:3914 paragraphs:2, tables:0, lists:0
en 16.17.1. start:3921 paragraphs:0, tables:1, lists:0
zh_CN 16.17.1. start:3924 paragraphs:0, tables:1, lists:0
en 16.17.2. start:3984 paragraphs:0, tables:1, lists:0
zh_CN 16.17.2. start:3987 paragraphs:0, tables:1, lists:0
en 16.17.3. start:4006 paragraphs:0, tables:1, lists:0
zh_CN 16.17.3. start:4009 paragraphs:0, tables:1, lists:0
en 16.17.4. start:4024 paragraphs:0, tables:1, lists:0
zh_CN 16.17.4. start:4027 paragraphs:0, tables:1, lists:0
en 16.17.5. start:4043 paragraphs:0, tables:1, lists:0
zh_CN 16.17.5. start:4046 paragraphs:0, tables:1, lists:0
en 16.18. start:4071 paragraphs:2, tables:1, lists:0
zh_CN 16.18. start:4074 paragraphs:2, tables:1, lists:0
en 16.19. start:4087 paragraphs:4, tables:1, lists:0
zh_CN 16.19. start:4090 paragraphs:4, tables:1, lists:0
en 16.20. start:4116 paragraphs:3, tables:1, lists:0
zh_CN 16.20. start:4119 paragraphs:3, tables:1, lists:0
en 16.21. start:4180 paragraphs:3, tables:1, lists:0
zh_CN 16.21. start:4183 paragraphs:3, tables:1, lists:0
en 17. start:4209 paragraphs:0, tables:0, lists:0
zh_CN 17. start:4212 paragraphs:0, tables:0, lists:0
en 17.1. start:4211 paragraphs:6, tables:0, lists:1
zh_CN 17.1. start:4214 paragraphs:6, tables:0, lists:1
en 17.2. start:4242 paragraphs:4, tables:0, lists:1
zh_CN 17.2. start:4245 paragraphs:4, tables:0, lists:1
en 17.3. start:4256 paragraphs:6, tables:3, lists:0
zh_CN 17.3. start:4259 paragraphs:6, tables:3, lists:0
en 17.4. start:4306 paragraphs:3, tables:1, lists:1
zh_CN 17.4. start:4309 paragraphs:3, tables:1, lists:1
en 18. start:4319 paragraphs:1, tables:0, lists:0
zh_CN 18. start:4322 paragraphs:1, tables:0, lists:0
# end of comparison
