# Structural comparison of ro/userGuide.t2t against ro/userGuide-newRevisions/17023/userGuide.t2t
en 1.2. start:37 paragraphs:1, tables:0, lists:0
en 8. start:648 paragraphs:2, tables:0, lists:0
ro 8. start:636 paragraphs:2, tables:0, lists:0
en 8.1. start:657 paragraphs:3, tables:3, lists:0
ro 8.1. start:645 paragraphs:3, tables:3, lists:0
en 8.2. start:748 paragraphs:3, tables:0, lists:0
ro 8.2. start:735 paragraphs:3, tables:0, lists:0
en 9. start:763 paragraphs:3, tables:0, lists:0
ro 9. start:750 paragraphs:3, tables:0, lists:0
en 9.1. start:772 paragraphs:2, tables:0, lists:1
ro 9.1. start:759 paragraphs:2, tables:0, lists:1
en 9.2. start:783 paragraphs:2, tables:0, lists:0
ro 9.2. start:770 paragraphs:2, tables:0, lists:0
en 10. start:790 paragraphs:3, tables:0, lists:0
ro 10. start:777 paragraphs:3, tables:0, lists:0
en 10.1. start:804 paragraphs:3, tables:0, lists:0
ro 10.1. start:791 paragraphs:3, tables:0, lists:0
en 11. start:815 paragraphs:1, tables:0, lists:0
ro 11. start:802 paragraphs:1, tables:0, lists:0
en 11.1. start:818 paragraphs:0, tables:0, lists:0
ro 11.1. start:805 paragraphs:0, tables:0, lists:0
en 11.1.1. start:820 paragraphs:2, tables:1, lists:0
ro 11.1.1. start:807 paragraphs:2, tables:1, lists:0
en 11.1.2. start:833 paragraphs:1, tables:0, lists:0
ro 11.1.2. start:820 paragraphs:1, tables:0, lists:0
en 11.1.2.1. start:840 paragraphs:1, tables:0, lists:0
ro 11.1.2.1. start:827 paragraphs:1, tables:0, lists:0
en 11.1.3. start:846 paragraphs:1, tables:0, lists:0
ro 11.1.3. start:833 paragraphs:1, tables:0, lists:0
en 11.2. start:852 paragraphs:0, tables:0, lists:0
ro 11.2. start:839 paragraphs:0, tables:0, lists:0
en 11.2.1. start:854 paragraphs:2, tables:1, lists:0
ro 11.2.1. start:841 paragraphs:2, tables:1, lists:0
en 11.2.2. start:867 paragraphs:1, tables:0, lists:1
ro 11.2.2. start:854 paragraphs:1, tables:0, lists:1
en 11.2.3. start:889 paragraphs:1, tables:0, lists:0
ro 11.2.3. start:876 paragraphs:1, tables:0, lists:0
en 11.2.4. start:895 paragraphs:1, tables:0, lists:0
ro 11.2.4. start:882 paragraphs:1, tables:0, lists:0
en 11.2.5. start:901 paragraphs:1, tables:0, lists:0
ro 11.2.5. start:888 paragraphs:1, tables:0, lists:0
en 11.3. start:907 paragraphs:0, tables:1, lists:0
ro 11.3. start:894 paragraphs:0, tables:1, lists:0
en 11.4. start:913 paragraphs:1, tables:1, lists:0
ro 11.4. start:900 paragraphs:1, tables:1, lists:0
en 11.5. start:923 paragraphs:0, tables:1, lists:0
ro 11.5. start:910 paragraphs:0, tables:1, lists:0
en 11.6. start:929 paragraphs:0, tables:1, lists:0
ro 11.6. start:916 paragraphs:0, tables:1, lists:0
en 11.7. start:936 paragraphs:1, tables:1, lists:0
ro 11.7. start:923 paragraphs:1, tables:1, lists:0
en 11.8. start:943 paragraphs:4, tables:0, lists:0
ro 11.8. start:930 paragraphs:4, tables:0, lists:0
en 11.8.1. start:960 paragraphs:1, tables:0, lists:0
ro 11.8.1. start:947 paragraphs:1, tables:0, lists:0
en 11.8.2. start:968 paragraphs:3, tables:0, lists:1
ro 11.8.2. start:955 paragraphs:3, tables:0, lists:1
en 11.9. start:982 paragraphs:1, tables:1, lists:0
ro 11.9. start:969 paragraphs:1, tables:1, lists:0
en 11.10. start:990 paragraphs:1, tables:1, lists:0
ro 11.10. start:977 paragraphs:1, tables:1, lists:0
en 12. start:1005 paragraphs:1, tables:0, lists:0
ro 12. start:991 paragraphs:2, tables:0, lists:0
en 12.1. start:1013 paragraphs:3, tables:0, lists:0
ro 12.1. start:1000 paragraphs:2, tables:0, lists:0
en 12.1.1. start:1028 paragraphs:15, tables:0, lists:3
ro 12.1.1. start:1014 paragraphs:11, tables:0, lists:2
en 12.1.2. start:1106 paragraphs:22, tables:0, lists:0
ro 12.1.2. start:1092 paragraphs:21, tables:0, lists:0
en 12.1.3. start:1198 paragraphs:8, tables:0, lists:1
ro 12.1.3. start:1182 paragraphs:8, tables:0, lists:1
en 12.1.4. start:1227 paragraphs:1, tables:1, lists:0
ro 12.1.4. start:1211 paragraphs:1, tables:1, lists:0
en 12.1.5. start:1237 paragraphs:24, tables:0, lists:0
ro 12.1.5. start:1221 paragraphs:24, tables:0, lists:0
en 12.1.6. start:1343 paragraphs:9, tables:0, lists:0
ro 12.1.6. start:1328 paragraphs:7, tables:0, lists:0
en 12.1.7. start:1371 paragraphs:8, tables:0, lists:1
ro 12.1.7. start:1354 paragraphs:7, tables:0, lists:1
en 12.1.8. start:1409 paragraphs:16, tables:0, lists:1
ro 12.1.8. start:1390 paragraphs:16, tables:0, lists:1
en 12.1.9. start:1467 paragraphs:10, tables:0, lists:0
ro 12.1.9. start:1447 paragraphs:8, tables:0, lists:0
en 12.1.10. start:1504 paragraphs:2, tables:0, lists:0
ro 12.1.10. start:1476 paragraphs:2, tables:0, lists:0
en 12.1.11. start:1513 paragraphs:8, tables:0, lists:0
ro 12.1.11. start:1484 paragraphs:8, tables:0, lists:0
en 12.1.12. start:1537 paragraphs:15, tables:0, lists:2
ro 12.1.12. start:1507 paragraphs:15, tables:0, lists:1
en 12.1.13. start:1596 paragraphs:6, tables:0, lists:0
ro 12.1.13. start:1563 paragraphs:6, tables:0, lists:0
en 12.1.14. start:1626 paragraphs:14, tables:0, lists:0
ro 12.1.14. start:1593 paragraphs:14, tables:0, lists:0
en 12.1.15. start:1683 paragraphs:7, tables:0, lists:2
ro 12.1.15. start:1647 paragraphs:7, tables:0, lists:2
en 12.1.16. start:1745 paragraphs:2, tables:0, lists:0
ro 12.1.16. start:1708 paragraphs:2, tables:0, lists:0
en 12.1.17. start:1752 paragraphs:13, tables:0, lists:1
ro 12.1.17. start:1714 paragraphs:13, tables:0, lists:1
en 12.2. start:1824 paragraphs:1, tables:0, lists:0
ro 12.2. start:1785 paragraphs:1, tables:0, lists:0
en 12.2.1. start:1827 paragraphs:8, tables:0, lists:1
ro 12.2.1. start:1788 paragraphs:8, tables:0, lists:1
en 12.2.2. start:1861 paragraphs:6, tables:0, lists:1
ro 12.2.2. start:1822 paragraphs:6, tables:0, lists:1
en 12.2.3. start:1891 paragraphs:6, tables:0, lists:0
ro 12.2.3. start:1851 paragraphs:6, tables:0, lists:0
en 12.3. start:1911 paragraphs:3, tables:1, lists:0
ro 12.3. start:1871 paragraphs:3, tables:1, lists:0
en 12.4. start:1926 paragraphs:3, tables:0, lists:0
ro 12.4. start:1886 paragraphs:3, tables:0, lists:0
en 12.4.1. start:1937 paragraphs:4, tables:0, lists:1
ro 12.4.1. start:1897 paragraphs:4, tables:0, lists:1
en 12.4.2. start:1953 paragraphs:3, tables:0, lists:0
ro 12.4.2. start:1913 paragraphs:3, tables:0, lists:0
en 12.4.3. start:1965 paragraphs:1, tables:0, lists:0
ro 12.4.3. start:1925 paragraphs:1, tables:0, lists:0
en 12.4.4. start:1973 paragraphs:4, tables:0, lists:1
ro 12.4.4. start:1933 paragraphs:4, tables:0, lists:1
en 12.4.5. start:1986 paragraphs:2, tables:0, lists:0
ro 12.4.5. start:1946 paragraphs:2, tables:0, lists:0
en 12.4.6. start:1994 paragraphs:2, tables:0, lists:0
ro 12.4.6. start:1954 paragraphs:1, tables:0, lists:0
en 12.4.7. start:2001 paragraphs:1, tables:0, lists:0
ro 12.4.7. start:1959 paragraphs:1, tables:0, lists:0
en 12.5. start:2009 paragraphs:3, tables:0, lists:0
ro 12.5. start:1967 paragraphs:3, tables:0, lists:0
en 13. start:2020 paragraphs:0, tables:0, lists:0
ro 13. start:1978 paragraphs:0, tables:0, lists:0
en 13.1. start:2022 paragraphs:2, tables:0, lists:0
ro 13.1. start:1980 paragraphs:2, tables:0, lists:0
en 13.2. start:2029 paragraphs:5, tables:0, lists:0
ro 13.2. start:1986 paragraphs:5, tables:0, lists:0
en 13.3. start:2044 paragraphs:4, tables:0, lists:0
ro 13.3. start:2001 paragraphs:4, tables:0, lists:0
en 13.4. start:2058 paragraphs:10, tables:0, lists:0
ro 13.4. start:2015 paragraphs:11, tables:0, lists:0
en 13.5. start:2103 paragraphs:2, tables:0, lists:1
ro 13.5. start:2063 paragraphs:2, tables:0, lists:1
en 13.6. start:2117 paragraphs:1, tables:0, lists:0
ro 13.6. start:2077 paragraphs:1, tables:0, lists:0
en 13.7. start:2121 paragraphs:1, tables:0, lists:0
ro 13.7. start:2081 paragraphs:1, tables:0, lists:0
en 14. start:2124 paragraphs:1, tables:0, lists:0
ro 14. start:2084 paragraphs:1, tables:0, lists:0
en 14.1. start:2128 paragraphs:3, tables:0, lists:0
ro 14.1. start:2088 paragraphs:3, tables:0, lists:0
en 14.2. start:2138 paragraphs:2, tables:0, lists:0
ro 14.2. start:2098 paragraphs:2, tables:0, lists:0
en 14.3. start:2145 paragraphs:1, tables:0, lists:0
ro 14.3. start:2105 paragraphs:1, tables:0, lists:0
en 14.4. start:2150 paragraphs:2, tables:0, lists:1
ro 14.4. start:2110 paragraphs:2, tables:0, lists:1
en 14.5. start:2163 paragraphs:2, tables:0, lists:0
ro 14.5. start:2123 paragraphs:3, tables:0, lists:0
ro 14.6. start:2134 paragraphs:2, tables:0, lists:0
en 15. start:2171 paragraphs:1, tables:0, lists:0
ro 15. start:2141 paragraphs:1, tables:0, lists:0
en 15.1. start:2174 paragraphs:2, tables:0, lists:1
ro 15.1. start:2144 paragraphs:2, tables:0, lists:1
en 15.2. start:2190 paragraphs:5, tables:3, lists:0
ro 15.2. start:2160 paragraphs:6, tables:3, lists:0
en 15.3. start:2251 paragraphs:4, tables:1, lists:0
ro 15.3. start:2223 paragraphs:4, tables:1, lists:0
en 15.4. start:2303 paragraphs:3, tables:1, lists:1
ro 15.4. start:2275 paragraphs:3, tables:1, lists:1
en 15.5. start:2337 paragraphs:3, tables:1, lists:0
ro 15.5. start:2309 paragraphs:3, tables:1, lists:0
en 15.6. start:2359 paragraphs:6, tables:2, lists:1
ro 15.6. start:2331 paragraphs:6, tables:2, lists:1
en 15.7. start:2395 paragraphs:3, tables:1, lists:0
ro 15.7. start:2367 paragraphs:3, tables:1, lists:0
en 15.8. start:2414 paragraphs:3, tables:1, lists:0
ro 15.8. start:2386 paragraphs:3, tables:1, lists:0
en 15.9. start:2433 paragraphs:3, tables:0, lists:0
ro 15.9. start:2405 paragraphs:3, tables:0, lists:1
en 15.9.1. start:2442 paragraphs:0, tables:1, lists:0
ro 15.9.1. start:2421 paragraphs:0, tables:1, lists:0
en 15.9.2. start:2467 paragraphs:0, tables:1, lists:0
ro 15.9.2. start:2446 paragraphs:0, tables:1, lists:0
en 15.9.3. start:2475 paragraphs:0, tables:1, lists:0
ro 15.9.3. start:2454 paragraphs:0, tables:1, lists:0
en 15.10. start:2485 paragraphs:2, tables:1, lists:0
ro 15.10. start:2464 paragraphs:2, tables:1, lists:0
en 15.11. start:2557 paragraphs:3, tables:1, lists:0
ro 15.11. start:2523 paragraphs:2, tables:1, lists:0
en 15.12. start:2581 paragraphs:9, tables:3, lists:2
ro 15.12. start:2536 paragraphs:3, tables:1, lists:0
en 15.13. start:2663 paragraphs:8, tables:4, lists:1
ro 15.13. start:2560 paragraphs:9, tables:3, lists:2
en 15.14. start:2747 paragraphs:9, tables:3, lists:1
ro 15.14. start:2643 paragraphs:8, tables:4, lists:1
en 15.15. start:2839 paragraphs:3, tables:1, lists:1
ro 15.15. start:2727 paragraphs:9, tables:3, lists:1
en 15.16. start:2875 paragraphs:1, tables:1, lists:0
ro 15.16. start:2819 paragraphs:3, tables:1, lists:1
en 15.17. start:2885 paragraphs:3, tables:1, lists:0
ro 15.17. start:2855 paragraphs:1, tables:1, lists:0
en 15.18. start:2969 paragraphs:4, tables:1, lists:0
ro 15.18. start:2865 paragraphs:3, tables:1, lists:0
ro 15.19. start:2949 paragraphs:3, tables:1, lists:0
en 16. start:2991 paragraphs:0, tables:0, lists:0
ro 16. start:2971 paragraphs:0, tables:0, lists:0
en 16.1. start:2993 paragraphs:6, tables:3, lists:0
ro 16.1. start:2973 paragraphs:6, tables:3, lists:0
en 16.2. start:3037 paragraphs:2, tables:1, lists:1
ro 16.2. start:3017 paragraphs:2, tables:1, lists:1
en 17. start:3049 paragraphs:1, tables:0, lists:0
ro 17. start:3029 paragraphs:2, tables:0, lists:0
# end of comparison
